allocation_id,site_id,org_id,resource_type,allocation_date,quantity,unit_value,total_value
701445,5023,207,Roofing Materials,29/10/2025,176,5244.52,923035.52
701446,5023,222,Water Bottles,1/11/2025,460,1925.97,885946.2
701447,5023,204,Roofing Materials,3/11/2025,256,9275.84,2374615.04
701448,5023,224,Water Bottles,31/10/2025,1044,1481.86,1547061.84
701449,5023,217,Water Bottles,30/10/2025,940,1637.92,1539644.8
701450,5023,217,Water Bottles,3/11/2025,780,1251.39,976084.2
701451,5023,207,Generator,29/10/2025,8,31824.56,254596.48
701452,5023,201,Water Bottles,28/10/2025,728,716.94,521932.32
701453,5023,220,Medical Supplies,27/10/2025,412,9932.15,4092045.8
701454,5023,203,Cleaning Supplies,3/11/2025,476,3067.99,1460363.24
701455,5023,219,Roofing Materials,30/10/2025,292,6825.39,1993013.88
701456,5023,206,Cleaning Supplies,31/10/2025,436,3596.38,1568021.68
701457,5023,225,Cleaning Supplies,30/10/2025,184,3835.43,705719.12
701458,5023,220,Cleaning Supplies,1/11/2025,200,4062.45,812490
701459,5023,222,Medical Supplies,5/11/2025,332,13506.78,4484250.96
701460,5023,208,Roofing Materials,28/10/2025,168,6119.94,1028149.92
701461,5023,209,Cleaning Supplies,28/10/2025,252,2745.07,691757.64
701462,5023,217,Cleaning Supplies,29/10/2025,296,2848.24,843079.04
701463,5023,213,Cleaning Supplies,1/11/2025,332,3664.94,1216760.08
701464,5023,223,Medical Supplies,29/10/2025,492,9499.98,4673990.16
701465,5023,222,Cleaning Supplies,29/10/2025,260,3630.9,944034
701466,5023,215,Water Bottles,4/11/2025,1036,1596.7,1654181.2
701467,5023,217,Roofing Materials,30/10/2025,100,11291.07,1129107
701468,5023,225,Water Bottles,4/11/2025,960,1721.87,1652995.2
701469,5023,224,Roofing Materials,31/10/2025,256,10788.61,2761884.16
701470,5023,204,Water Bottles,28/10/2025,604,1991.94,1203131.76
701471,5023,212,Generator,1/11/2025,4,29683,118732
701472,5023,211,Water Bottles,2/11/2025,904,1241.77,1122560.08
701473,5023,207,Medical Supplies,5/11/2025,168,21545.81,3619696.08
701474,5023,214,Water Bottles,2/11/2025,1220,1075.61,1312244.2
701475,5023,201,Roofing Materials,5/11/2025,192,10743.34,2062721.28
701476,5023,225,Water Bottles,31/10/2025,848,1022.58,867147.84
701477,5023,213,Water Bottles,1/11/2025,576,1950.48,1123476.48
701478,5023,224,Water Bottles,1/11/2025,1372,503.02,690143.44
701479,5023,221,Medical Supplies,27/10/2025,408,12508.18,5103337.44
701480,5023,205,Roofing Materials,29/10/2025,288,4244.99,1222557.12
701481,5023,225,Cleaning Supplies,31/10/2025,444,2816.26,1250419.44
701482,5023,220,Cleaning Supplies,27/10/2025,448,2862.06,1282202.88
701483,5023,212,Generator,2/11/2025,4,23451.06,93804.24
701484,5023,217,Water Bottles,29/10/2025,612,1618.67,990626.04
701485,5023,219,Medical Supplies,27/10/2025,536,15577.34,8349454.24
701486,5023,210,Cleaning Supplies,31/10/2025,188,3048.31,573082.28
701487,5023,224,Water Bottles,2/11/2025,916,1137.03,1041519.48
701488,5023,201,Medical Supplies,30/10/2025,428,18506.64,7920841.92
701489,5023,212,Medical Supplies,28/10/2025,336,24112.69,8101863.84
701490,5023,212,Roofing Materials,5/11/2025,156,9741.03,1519600.68
701491,5023,213,Cleaning Supplies,27/10/2025,364,1746,635544
701492,5023,201,Cleaning Supplies,30/10/2025,424,2190.12,928610.88
701493,5023,224,Generator,28/10/2025,8,29445.54,235564.32
701494,5023,207,Cleaning Supplies,30/10/2025,444,2755.35,1223375.4
701495,5023,205,Water Bottles,30/10/2025,1272,1850.47,2353797.84
701496,5023,201,Generator,27/10/2025,4,37719.52,150878.08
701497,5023,203,Medical Supplies,30/10/2025,352,15410.89,5424633.28
701498,5023,222,Generator,4/11/2025,12,25168.51,302022.12
701499,5023,214,Water Bottles,4/11/2025,1340,1556.39,2085562.6
701500,5023,218,Cleaning Supplies,3/11/2025,164,2636.03,432308.92
701501,5023,215,Roofing Materials,30/10/2025,192,10210.49,1960414.08
701502,5023,210,Cleaning Supplies,3/11/2025,388,4021.37,1560291.56
701503,5023,224,Roofing Materials,29/10/2025,148,8066.02,1193770.96
701504,5023,215,Water Bottles,30/10/2025,1308,1348.71,1764112.68
701505,5023,205,Roofing Materials,27/10/2025,312,4482.76,1398621.12
701506,5023,221,Cleaning Supplies,28/10/2025,184,1666.93,306715.12
701507,5023,212,Medical Supplies,27/10/2025,472,10807.38,5101083.36
701508,5023,201,Roofing Materials,27/10/2025,272,9248.12,2515488.64
701509,5023,216,Medical Supplies,29/10/2025,456,24516.73,11179628.88
701510,5023,221,Generator,2/11/2025,8,38231.22,305849.76
701511,5023,207,Water Bottles,30/10/2025,1240,957.49,1187287.6
701512,5023,218,Medical Supplies,1/11/2025,288,8177.97,2355255.36
701513,5023,216,Water Bottles,28/10/2025,1208,830.02,1002664.16
701514,5023,217,Generator,27/10/2025,8,37378.24,299025.92
701515,5023,217,Generator,31/10/2025,8,29097.68,232781.44
701516,5023,210,Water Bottles,29/10/2025,1284,1782.52,2288755.68
701517,5024,215,Water Bottles,9/11/2025,987,694.33,685303.71
701518,5024,210,Roofing Materials,5/11/2025,75,6894.22,517066.5
701519,5024,206,Roofing Materials,7/11/2025,126,8296.59,1045370.34
701520,5024,220,Tents,7/11/2025,27,7004.43,189119.61
701521,5024,209,Water Bottles,9/11/2025,516,1872.58,966251.28
701522,5024,211,Roofing Materials,7/11/2025,123,7262.9,893336.7
701523,5024,207,Roofing Materials,3/11/2025,237,6905.41,1636582.17
701524,5024,221,Roofing Materials,2/11/2025,108,9883.66,1067435.28
701525,5024,218,Roofing Materials,6/11/2025,180,4045.07,728112.6
701526,5024,224,Food Packages,5/11/2025,1011,2302.41,2327736.51
701527,5024,216,Tents,9/11/2025,33,4899.55,161685.15
701528,5024,221,Water Bottles,3/11/2025,975,1873.83,1826984.25
701529,5024,209,Tents,31/10/2025,33,5908.88,194993.04
701530,5024,203,Tents,6/11/2025,24,5556.78,133362.72
701531,5024,214,Tents,28/10/2025,15,6513.7,97705.5
701532,5024,217,Tents,9/11/2025,39,6620.38,258194.82
701533,5024,210,Food Packages,1/11/2025,309,3136.9,969302.1
701534,5024,212,Tents,28/10/2025,21,5468.94,114847.74
701535,5024,215,Water Bottles,6/11/2025,765,1827.24,1397838.6
701536,5024,224,Water Bottles,2/11/2025,645,1434.89,925504.05
701537,5024,221,Roofing Materials,7/11/2025,210,11080.43,2326890.3
701538,5024,209,Roofing Materials,2/11/2025,60,6339.24,380354.4
701539,5024,203,Roofing Materials,28/10/2025,213,11458.82,2440728.66
701540,5024,208,Tents,31/10/2025,18,7572.79,136310.22
701541,5024,201,Food Packages,9/11/2025,672,4359.01,2929254.72
701542,5024,217,Roofing Materials,30/10/2025,231,6331.74,1462631.94
701543,5024,212,Tents,30/10/2025,18,5561.58,100108.44
701544,5024,211,Tents,5/11/2025,42,7428,311976
701545,5024,203,Food Packages,1/11/2025,450,3312.82,1490769
701546,5024,210,Food Packages,3/11/2025,960,4249.35,4079376
701547,5024,224,Tents,31/10/2025,21,3432.42,72080.82
701548,5024,214,Roofing Materials,3/11/2025,138,4468.06,616592.28
701549,5024,216,Roofing Materials,27/10/2025,96,6393.32,613758.72
701550,5024,212,Roofing Materials,5/11/2025,237,5471.58,1296764.46
701551,5024,207,Food Packages,4/11/2025,414,3622.1,1499549.4
701552,5024,205,Food Packages,2/11/2025,558,3188.6,1779238.8
701553,5024,212,Food Packages,1/11/2025,366,2013.45,736922.7
701554,5024,208,Roofing Materials,7/11/2025,123,4026.35,495241.05
701555,5024,220,Roofing Materials,9/11/2025,237,10587.07,2509135.59
701556,5024,223,Tents,27/10/2025,30,4868.05,146041.5
701557,5024,207,Tents,1/11/2025,27,6006.25,162168.75
701558,5024,213,Tents,2/11/2025,33,5329.79,175883.07
701559,5024,214,Tents,7/11/2025,33,5487.06,181072.98
701560,5024,213,Water Bottles,7/11/2025,456,1771.79,807936.24
701561,5024,205,Tents,4/11/2025,15,6243.99,93659.85
701562,5024,222,Water Bottles,3/11/2025,375,536.65,201243.75
701563,5024,210,Water Bottles,27/10/2025,900,1367.67,1230903
701564,5024,212,Roofing Materials,1/11/2025,201,4538.47,912232.47
701565,5024,209,Roofing Materials,30/10/2025,63,6340.06,399423.78
701566,5024,203,Water Bottles,1/11/2025,639,1907.63,1218975.57
701567,5024,204,Roofing Materials,2/11/2025,171,7193.11,1230021.81
701568,5024,203,Food Packages,8/11/2025,588,3428.12,2015734.56
701569,5024,207,Water Bottles,29/10/2025,675,1574.2,1062585
701570,5024,210,Tents,28/10/2025,15,6101.71,91525.65
701571,5024,219,Food Packages,28/10/2025,936,4118.9,3855290.4
701572,5024,223,Water Bottles,8/11/2025,486,1617.02,785871.72
701573,5024,203,Water Bottles,28/10/2025,894,1559.84,1394496.96
701574,5024,219,Tents,27/10/2025,18,3870.25,69664.5
701575,5024,204,Roofing Materials,31/10/2025,138,4838.61,667728.18
701576,5024,220,Food Packages,29/10/2025,786,3854.01,3029251.86
701577,5024,205,Food Packages,27/10/2025,954,2776.38,2648666.52
701578,5024,219,Water Bottles,5/11/2025,510,1722.72,878587.2
701579,5024,213,Roofing Materials,7/11/2025,69,7406.54,511051.26
701580,5024,224,Roofing Materials,8/11/2025,117,4372.54,511587.18
701581,5024,213,Roofing Materials,2/11/2025,153,9292.15,1421698.95
701582,5024,224,Water Bottles,4/11/2025,942,991.48,933974.16
701583,5024,209,Tents,5/11/2025,39,5549.39,216426.21
701584,5024,222,Food Packages,30/10/2025,465,3042.83,1414915.95
701585,5024,207,Tents,7/11/2025,42,6285.06,263972.52
701586,5024,215,Tents,7/11/2025,18,6566.08,118189.44
701587,5024,203,Tents,5/11/2025,33,6346.63,209438.79
701588,5025,216,Tents,2/11/2025,42,6723.75,282397.5
701589,5025,213,Food Packages,1/11/2025,786,4301.51,3380986.86
701590,5025,208,Water Bottles,9/11/2025,945,1664.8,1573236
701591,5025,205,Clothing,31/10/2025,486,1657.76,805671.36
701592,5025,224,Clothing,31/10/2025,888,3812.05,3385100.4
701593,5025,201,Water Bottles,28/10/2025,624,889.82,555247.68
701594,5025,208,Water Bottles,8/11/2025,1014,1195.84,1212581.76
701595,5025,210,Food Packages,6/11/2025,606,3661.99,2219165.94
701596,5025,203,Roofing Materials,5/11/2025,225,7306.99,1644072.75
701597,5025,210,Roofing Materials,6/11/2025,138,5880.78,811547.64
701598,5025,211,Water Bottles,31/10/2025,645,923.48,595644.6
701599,5025,203,Food Packages,1/11/2025,507,3546.04,1797842.28
701600,5025,219,Food Packages,5/11/2025,681,5750.95,3916396.95
701601,5025,208,Tents,29/10/2025,30,4524.31,135729.3
701602,5025,205,Food Packages,5/11/2025,315,3856.9,1214923.5
701603,5025,213,Food Packages,9/11/2025,519,3112.94,1615615.86
701604,5025,225,Roofing Materials,31/10/2025,99,11304.28,1119123.72
701605,5025,214,Water Bottles,31/10/2025,579,1053.13,609762.27
701606,5025,223,Clothing,7/11/2025,498,2455.55,1222863.9
701607,5025,219,Tents,8/11/2025,24,6045.33,145087.92
701608,5025,212,Roofing Materials,4/11/2025,147,4902.16,720617.52
701609,5025,210,Clothing,31/10/2025,315,2629.8,828387
701610,5025,209,Water Bottles,30/10/2025,645,689.46,444701.7
701611,5025,223,Tents,2/11/2025,24,4331.81,103963.44
701612,5025,211,Roofing Materials,6/11/2025,216,4692.26,1013528.16
701613,5025,212,Tents,31/10/2025,42,6918.04,290557.68
701614,5025,214,Tents,30/10/2025,24,3683.45,88402.8
701615,5025,212,Water Bottles,1/11/2025,561,1869.87,1048997.07
701616,5025,204,Clothing,8/11/2025,495,2097.86,1038440.7
701617,5025,218,Roofing Materials,3/11/2025,159,7088.54,1127077.86
701618,5025,202,Food Packages,8/11/2025,840,2542.55,2135742
701619,5025,204,Food Packages,8/11/2025,627,3804.22,2385245.94
701620,5025,216,Clothing,7/11/2025,531,2512.36,1334063.16
701621,5025,209,Clothing,30/10/2025,519,2136.44,1108812.36
701622,5025,209,Tents,7/11/2025,42,7290.58,306204.36
701623,5025,207,Water Bottles,3/11/2025,462,1373.01,634330.62
701624,5025,212,Food Packages,9/11/2025,408,5151.59,2101848.72
701625,5025,214,Roofing Materials,5/11/2025,78,5063.62,394962.36
701626,5025,220,Food Packages,29/10/2025,738,2224.45,1641644.1
701627,5025,209,Clothing,28/10/2025,363,1893.44,687318.72
701628,5025,213,Roofing Materials,6/11/2025,168,11339.25,1904994
701629,5025,214,Roofing Materials,27/10/2025,120,9164.59,1099750.8
701630,5025,218,Water Bottles,28/10/2025,585,1156.04,676283.4
701631,5025,213,Tents,27/10/2025,36,4723.19,170034.84
701632,5025,209,Food Packages,7/11/2025,528,5061.62,2672535.36
701633,5025,225,Clothing,28/10/2025,900,1846.97,1662273
701634,5025,222,Tents,2/11/2025,33,6366.78,210103.74
701635,5025,201,Roofing Materials,6/11/2025,183,8656.77,1584188.91
701636,5025,218,Clothing,30/10/2025,897,2218.11,1989644.67
701637,5025,207,Roofing Materials,6/11/2025,63,7417.63,467310.69
701638,5025,207,Tents,5/11/2025,36,5024.59,180885.24
701639,5025,222,Food Packages,8/11/2025,810,4903.75,3972037.5
701640,5025,218,Tents,1/11/2025,36,7506.34,270228.24
701641,5025,201,Roofing Materials,31/10/2025,177,6816.93,1206596.61
701642,5025,202,Tents,3/11/2025,15,6246.27,93694.05
701643,5025,215,Tents,7/11/2025,39,5030.85,196203.15
701644,5025,215,Tents,2/11/2025,24,3875.16,93003.84
701645,5025,206,Water Bottles,28/10/2025,603,1216.82,733742.46
701646,5025,222,Food Packages,31/10/2025,693,5461.67,3784937.31
701647,5025,218,Tents,6/11/2025,39,3180.59,124043.01
701648,5025,202,Roofing Materials,28/10/2025,207,5160.6,1068244.2
701649,5025,220,Roofing Materials,30/10/2025,198,6685.48,1323725.04
701650,5025,209,Food Packages,9/11/2025,885,4253.45,3764303.25
701651,5025,205,Food Packages,30/10/2025,408,2274.43,927967.44
701652,5025,224,Water Bottles,9/11/2025,939,868.28,815314.92
701653,5025,214,Tents,4/11/2025,33,6923.2,228465.6
701654,5025,207,Roofing Materials,3/11/2025,204,11375.42,2320585.68
701655,5025,215,Clothing,1/11/2025,657,1563.58,1027272.06
701656,5025,203,Tents,2/11/2025,27,4946.66,133559.82
701657,5025,201,Water Bottles,3/11/2025,1023,1000.66,1023675.18
701658,5025,214,Food Packages,2/11/2025,462,4688.54,2166105.48
701659,5025,210,Tents,31/10/2025,27,4575.1,123527.7
701660,5026,201,Fuel,2/11/2025,580,6548.68,3798234.4
701661,5026,219,Construction Tools,28/10/2025,130,5646.26,734013.8
701662,5026,208,Construction Tools,1/11/2025,395,15697.53,6200524.35
701663,5026,204,Construction Tools,2/11/2025,275,9027.62,2482595.5
701664,5026,212,Fuel,2/11/2025,330,3614.34,1192732.2
701665,5026,211,Fuel,5/11/2025,370,5992.57,2217250.9
701666,5026,225,Construction Tools,27/10/2025,175,18278.25,3198693.75
701667,5026,207,Generator,31/10/2025,5,26739.52,133697.6
701668,5026,203,Construction Tools,27/10/2025,230,14064.77,3234897.1
701669,5026,209,Fuel,30/10/2025,220,3905.16,859135.2
701670,5026,222,Generator,1/11/2025,10,26009.1,260091
701671,5026,203,Fuel,1/11/2025,220,3398.52,747674.4
701672,5026,209,Generator,5/11/2025,15,20668.29,310024.35
701673,5026,201,Fuel,31/10/2025,220,4078.32,897230.4
701674,5026,205,Construction Tools,5/11/2025,175,9524.31,1666754.25
701675,5026,211,Generator,5/11/2025,5,33066.26,165331.3
701676,5026,219,Generator,27/10/2025,15,28116.89,421753.35
701677,5026,224,Construction Tools,2/11/2025,185,10281.12,1902007.2
701678,5026,208,Construction Tools,30/10/2025,165,6646.67,1096700.55
701679,5026,214,Generator,3/11/2025,10,34723.05,347230.5
701680,5026,222,Generator,27/10/2025,5,36921.83,184609.15
701681,5026,205,Construction Tools,1/11/2025,155,16276.3,2522826.5
701682,5026,222,Fuel,27/10/2025,520,4478.29,2328710.8
701683,5026,217,Fuel,5/11/2025,210,5071.74,1065065.4
701684,5026,211,Construction Tools,2/11/2025,115,6870.86,790148.9
701685,5026,218,Construction Tools,30/10/2025,245,7026.06,1721384.7
701686,5026,223,Fuel,1/11/2025,175,4096.41,716871.75
701687,5026,201,Fuel,3/11/2025,260,6740.96,1752649.6
701688,5026,207,Generator,5/11/2025,5,21732.27,108661.35
701689,5026,212,Generator,3/11/2025,15,29132.31,436984.65
701690,5026,221,Construction Tools,29/10/2025,250,13616.41,3404102.5
701691,5026,213,Construction Tools,3/11/2025,395,18096.31,7148042.45
701692,5026,205,Generator,28/10/2025,5,20031.59,100157.95
701693,5026,217,Construction Tools,31/10/2025,225,7246.52,1630467
701694,5026,216,Generator,31/10/2025,10,27679.8,276798
701695,5026,214,Construction Tools,29/10/2025,105,15931.42,1672799.1
701696,5026,223,Construction Tools,2/11/2025,180,17752.26,3195406.8
701697,5026,213,Fuel,29/10/2025,170,3989.75,678257.5
701698,5026,204,Fuel,27/10/2025,510,6646.26,3389592.6
701699,5026,224,Construction Tools,3/11/2025,180,6689.49,1204108.2
701700,5026,209,Construction Tools,3/11/2025,370,7979.91,2952566.7
701701,5026,210,Fuel,3/11/2025,550,3553.03,1954166.5
701702,5026,201,Generator,1/11/2025,15,24289.54,364343.1
701703,5026,216,Construction Tools,2/11/2025,335,11604.19,3887403.65
701704,5026,203,Fuel,31/10/2025,345,3513.98,1212323.1
701705,5026,215,Generator,2/11/2025,5,35384.05,176920.25
701706,5026,212,Construction Tools,27/10/2025,205,13310.26,2728603.3
701707,5026,206,Fuel,2/11/2025,430,6965.06,2994975.8
701708,5026,203,Generator,27/10/2025,5,29769.2,148846
701709,5026,206,Construction Tools,27/10/2025,325,14600.52,4745169
701710,5026,206,Construction Tools,3/11/2025,190,14237.54,2705132.6
701711,5026,219,Construction Tools,2/11/2025,370,7382.78,2731628.6
701712,5026,203,Fuel,28/10/2025,460,6877.82,3163797.2
701713,5026,225,Construction Tools,28/10/2025,215,7519.44,1616679.6
701714,5026,204,Generator,2/11/2025,10,26638,266380
701715,5026,221,Generator,2/11/2025,15,33023.64,495354.6
701716,5026,221,Construction Tools,1/11/2025,220,10999.64,2419920.8
701717,5026,211,Generator,29/10/2025,10,26024.38,260243.8
701718,5026,203,Generator,28/10/2025,5,38882.17,194410.85
701719,5026,210,Construction Tools,30/10/2025,280,15395.45,4310726
701720,5026,222,Construction Tools,27/10/2025,160,19758.92,3161427.2
701721,5026,201,Fuel,30/10/2025,255,3834.04,977680.2
701722,5026,219,Generator,28/10/2025,5,20679.89,103399.45
701723,5026,210,Construction Tools,1/11/2025,355,13532.01,4803863.55
701724,5026,219,Generator,5/11/2025,5,28201.61,141008.05
701725,5026,221,Construction Tools,2/11/2025,285,9434.22,2688752.7
701726,5026,216,Construction Tools,4/11/2025,315,7090.87,2233624.05
701727,5026,214,Construction Tools,27/10/2025,160,11129.12,1780659.2
701728,5026,207,Construction Tools,30/10/2025,155,5385.57,834763.35
701729,5026,210,Generator,31/10/2025,15,32387.76,485816.4
701730,5026,224,Fuel,28/10/2025,225,3273.8,736605
701731,5026,220,Generator,30/10/2025,15,32909.66,493644.9
701732,5026,215,Generator,4/11/2025,15,23672.83,355092.45
701733,5026,218,Fuel,31/10/2025,190,4394.01,834861.9
701734,5026,214,Fuel,1/11/2025,405,6931.09,2807091.45
701735,5026,219,Fuel,1/11/2025,455,7635.4,3474107
701736,5026,211,Construction Tools,30/10/2025,240,11514.38,2763451.2
701737,5026,212,Generator,29/10/2025,10,27588.71,275887.1
701738,5026,223,Construction Tools,27/10/2025,195,5562.29,1084646.55
701739,5026,215,Generator,28/10/2025,10,39882.01,398820.1
701740,5026,215,Construction Tools,29/10/2025,265,13636.72,3613730.8
701741,5026,204,Construction Tools,28/10/2025,395,18739.35,7402043.25
701742,5026,221,Fuel,4/11/2025,250,7301.77,1825442.5
701743,5026,203,Construction Tools,30/10/2025,350,14324.94,5013729
701744,5026,221,Generator,5/11/2025,5,24631.27,123156.35
701745,5026,215,Generator,27/10/2025,5,37956.01,189780.05
701746,5026,222,Construction Tools,2/11/2025,105,16597.49,1742736.45
701747,5027,222,Roofing Materials,9/11/2025,76,9716.01,738416.76
701748,5027,207,Water Bottles,4/11/2025,468,1425.9,667321.2
701749,5027,221,Water Bottles,8/11/2025,468,675.15,315970.2
701750,5027,215,Tents,29/10/2025,24,3986.93,95686.32
701751,5027,215,Roofing Materials,27/10/2025,156,5423.12,846006.72
701752,5027,210,Food Packages,4/11/2025,696,2081.73,1448884.08
701753,5027,219,Clothing,2/11/2025,288,1646.55,474206.4
701754,5027,202,Water Bottles,5/11/2025,272,1026.27,279145.44
701755,5027,215,Water Bottles,2/11/2025,610,805.68,491464.8
